about,author,date,link,readTime,title
"If you haven't taken up TypeScript yet, now's the time! Start here by learning how TypeScript can benefit your project, and what to be...",Joe Attardi,"Oct 4, 2022",https://blog.logrocket.com/understanding-typescripts-benefits-pitfalls/,7 min read,Understanding TypeScript’s benefits and pitfalls
"This guide demonstrates how to set up a simple build, test, and deploy workflow in OneDev for a React web app.",Brian De Sousa,"Oct 4, 2022",https://blog.logrocket.com/building-deploying-react-web-app-onedev/,8 min read,Build and deploy a React web app from OneDev
"Here, we explore what Prisma is, what database indexes are, their importance to database operations, and how to configure them.",James Sinkala,"Oct 4, 2022",https://blog.logrocket.com/how-configure-indexes-prisma/,10 min read,How to configure indexes in Prisma
"Compare the Rust and Scala programming languages and choose which one fits your project based on use cases, expressivity, and developer community support.
",Ukeje Goodness,"Oct 3, 2022",https://blog.logrocket.com/comparing-rust-scala/,8 min read,Comparing Rust and Scala
State management gets messy in complex apps. See how Redux can easily manage states shared across components.,Neo Ighodaro,"Oct 3, 2022",https://blog.logrocket.com/understanding-redux-tutorial-examples/,9 min read,Understanding Redux: A tutorial with examples
Let's explore assertion functions in TypeScript and see how they can be used to express invariants on our variables.,Matteo Di Pirro,"Oct 3, 2022",https://blog.logrocket.com/assertion-functions-typescript/,5 min read,Assertion functions in TypeScript
The guide shows how to use Radix to develop a basic React component library as a subset of a design system.,Alyssa Holland,"Oct 3, 2022",https://blog.logrocket.com/building-design-system-radix/,10 min read,Building a design system with Radix
Use CSS to add skeleton screens to your webpage and improve UI by letting users know what to expect when the page data loads.,Njong Emy,"Oct 3, 2022",https://blog.logrocket.com/build-skeleton-screen-css/,9 min read,How to build a skeleton screen with CSS and…
Learn how you can build chrome extensions efficiently and simply using the React framework Plasmo.,Georgey V B,"Sep 30, 2022",https://blog.logrocket.com/build-chrome-extension-plasmo-react/,6 min read,Build a chrome extension in Plasmo with React
Learn how to deform a mesh in Unity using various techniques so that you can select the most suitable one for your game.,Alex Merzlikin,"Sep 30, 2022",https://blog.logrocket.com/deforming-mesh-unity/,11 min read,Deforming a mesh in Unity
Discover how to integrate your frontend Flutter application with a Flask backend service!,Damilare Jolayemi,"Sep 30, 2022",https://blog.logrocket.com/integrating-flask-flutter-apps/,10 min read,Integrating Flask and Flutter apps
"Nowadays, credit card readers come with NFC readers, which can read the card details through NFC tags embedded into the credit card.",Atharva Deosthale,"Sep 30, 2022",https://blog.logrocket.com/build-react-native-credit-card-scanner-chipless-cards/,5 min read,Build a React Native credit card scanner for chipless…
Learn about caching in Node.js apps using packages such as node-cache and Memcached to improve app performance.,Alexander Nnakwue,"Sep 30, 2022",https://blog.logrocket.com/caching-node-js-optimize-app-performance/,15 min read,Caching in Node.js to optimize app performance
"In this article, we’ll learn about ClojureScript, its advantages over Vanilla JavaScript, and its differences from other languages.",Deborah Emeni,"Sep 29, 2022",https://blog.logrocket.com/getting-started-clojurescript-javascript-developers/,4 min read,Getting started with ClojureScript for JavaScript developers
This article showcases a curated list of open source mobile applications for Flutter that will make your development learning journey faster.,Murtaza Sulaihi,"Sep 29, 2022",https://blog.logrocket.com/32-free-flutter-templates-mobile-apps/,8 min read,32 free Flutter templates for great mobile apps
"Learn more about 12 CSS pseudo-elements that give you more styling options, with CodePen demonstrations included.",Nwose Lotanna,"Sep 29, 2022",https://blog.logrocket.com/css-pseudo-elements-guide/,8 min read,A guide to CSS pseudo-elements
Control flow statements like Kotlin’s when and Swift’s switch statements are used to break up typical top-to-bottom flows of code execution.,Ivan Garza,"Sep 29, 2022",https://blog.logrocket.com/kotlin-swift-control-flow-statements/,5 min read,Comparing control flow statements in Kotlin and Swift
Bitly and Cuttly are incredibly popular URL shorteners. Learn how to build a similar URL shortener API service with Node.js.,Subha Chanda,"Sep 29, 2022",https://blog.logrocket.com/how-build-url-shortener-node-js/,10 min read,How to build a URL shortener with Node.js
"In this article, we will look at how to use React Native ",Chimezie Innocent,"Sep 28, 2022",https://blog.logrocket.com/using-pointerevents-react-native/,9 min read,Using pointerEvents in React Native
Discover how Hive compares to other Flutter app database options in terms of speed and functionality.,Onuoha Ifeanyi,"Sep 28, 2022",https://blog.logrocket.com/comparing-hive-other-flutter-app-database-options/,7 min read,Comparing Hive to other Flutter app database options
Let's explore the benefits of using simulation vs. real device testing for Flutter apps and consider which will best suit your needs.,Attila Vago,"Sep 28, 2022",https://blog.logrocket.com/simulation-real-device-testing-flutter-apps/,9 min read,Simulation vs. real device testing for Flutter apps
"Typically, NestedScrollView is used with a SliverAppBar that has a TabBar in the header and a TabView in the body.",David Tengeri,"Sep 28, 2022",https://blog.logrocket.com/nestedscrollview-enhanced-scrolling-flutter/,6 min read,NestedScrollView: Enhanced scrolling for Flutter
Build a Flutter photo gallery app with a homepage and bottom navigation bar using the image_editor package.,Muyiwa Femi-Ige,"Sep 27, 2022",https://blog.logrocket.com/photo-gallery-app-flutter/,8 min read,Building a photo gallery app using Flutter
Learn how to integrate notification badge components into a React Native project and explore how badges improve UX ‌and drive engagement.,David Ekanem,"Sep 27, 2022",https://blog.logrocket.com/creating-react-native-badge-components-ios/,6 min read,Creating React Native badge components in iOS
"Learn how to use and implement several design patterns in TypeScript and Node, including singleton and abstract factory.",Ganesh Mani,"Sep 27, 2022",https://blog.logrocket.com/understanding-design-patterns-typescript-node-js/,12 min read,Understanding design patterns in TypeScript and Node.js
Learn how to use BlurHash to generate placeholder images for a Next.js application for improved app performance and user experience.,Pelumi Akintokun,"Sep 27, 2022",https://blog.logrocket.com/improving-nextjs-app-performance-blurhash/,6 min read,Improving Next.js app performance with BlurHash
"As a web developer, I routinely have to deal with resource allocation, which is a very similar concept to file locking. ",Andrew Evans,"Sep 27, 2022",https://blog.logrocket.com/understanding-node-js-file-locking/,5 min read,Understanding Node.js file locking
Use CustomScrollView and Slivers to create a scrolling screen with multiple scrollable components scrolling horizontally and vertically.,Shubham Soni,"Sep 26, 2022",https://blog.logrocket.com/building-custom-flutter-scrollview/,4 min read,Building a custom Flutter ScrollView
Learn how to customize and use a React Native activity indicator to fit into any app and ways to display customized cross-platform activity indicators...,Shalitha Suranga,"Sep 26, 2022",https://blog.logrocket.com/build-customized-react-native-activity-indicator/,13 min read,How to build a customized React Native activity indicator
"Let's take a look at conditions and loops in Kotlin, including how to use the Kotlin ",Kingsley Ubah,"Sep 26, 2022",https://blog.logrocket.com/advanced-uses-conditions-loops-kotlin/,8 min read,Exploring advanced uses of conditions and loops in Kotlin
A modal bottom sheet slides up from the bottom of a screen to display extra content or longer descriptions within a mobile application.,Taofiq Aiyelabegan,"Sep 26, 2022",https://blog.logrocket.com/creating-styling-modal-bottom-sheet-react-native/,8 min read,Creating and styling a modal bottom sheet in React…
Learn how to troubleshoot bugs in a Next.js app with ESlint — a useful tool that enforces code styles and keeps your code clean.,Avneesh Agarwal,"Sep 23, 2022",https://blog.logrocket.com/troubleshooting-next-js-app-eslint/,3 min read,Troubleshooting a Next.js app with ESLint
"Learn how to integrate MongoDB into Go applications using the official MongoDB Go driver, which also supports working with Go structs.",Solomon Esenyi,"Sep 23, 2022",https://blog.logrocket.com/integrating-mongodb-go-applications/,10 min read,Integrating MongoDB into Go applications
"In this article, you’ll learn how to build a basic Rust microservice with Apache Kafka to store and delete texts.",Oduah Chigozie,"Sep 23, 2022",https://blog.logrocket.com/building-rust-microservices-apache-kafka/,8 min read,Building Rust microservices with Apache Kafka
"Here's what Unity offers for UI elements, how to develop an interface structure, and how to use free assets and tools to enhance visual...",Yvens Rebouças Serpa,"Sep 23, 2022",https://blog.logrocket.com/create-easy-reliable-clean-ui-unity/,14 min read,"Create an easy, reliable, and clean UI in Unity"
"Learn how to use CSS to create custom cursors to engage your users and create a memorable, immersive experience for them on your website.",Samson Omojola,"Sep 23, 2022",https://blog.logrocket.com/creating-custom-mouse-cursor-css/,6 min read,Creating a custom mouse cursor with CSS
This demonstration shows how to upload images from a React Native app to a Laravel API in a few quick and easy steps.,Vijit Ail,"Sep 22, 2022",https://blog.logrocket.com/how-to-upload-images-react-native-laravel-api/,5 min read,How to upload images from React Native to a…
"Dockerizing your app can provide many deployment benefits. In this guide, learn how to use Docker to containerize your Go apps.",Alexander Nnakwue,"Sep 22, 2022",https://blog.logrocket.com/dockerizing-go-application/,7 min read,Dockerizing your Go application
